course_id,course_year,student_id,past_scores,score_type,score_item,region,imd_band
CCC,2014B,46605,98.0-97.0-94.0-88.0-90.0-94.0-90.0-93.0,predict_score_past_3,95.0,East Anglian Region,60
CCC,2014B,46605,98.0-97.0-94.0-88.0-90.0-94.0-90.0-93.0,predict_score_past_4,95.0,East Anglian Region,60
CCC,2014B,46605,98.0-97.0-94.0-88.0-90.0-94.0-90.0-93.0,predict_score_past_5,95.0,East Anglian Region,60
CCC,2014B,49119,98.0-92.0-95.0-91.0-50.0-85.0-81.0-100.0,label_score,100.0,Ireland,nan
CCC,2014B,49119,98.0-92.0-95.0-91.0-50.0-85.0-81.0-100.0,predict_score_both,90.0,Ireland,nan
CCC,2014B,49119,98.0-92.0-95.0-91.0-50.0-85.0-81.0-100.0,predict_score_persona,75.0,Ireland,nan
CCC,2014B,49119,98.0-92.0-95.0-91.0-50.0-85.0-81.0-100.0,predict_score_past,90.0,Ireland,nan
CCC,2014B,49119,98.0-92.0-95.0-91.0-50.0-85.0-81.0-100.0,predict_score_past_1,95.0,Ireland,nan
CCC,2014B,49119,98.0-92.0-95.0-91.0-50.0-85.0-81.0-100.0,predict_score_past_2,95.0,Ireland,nan
CCC,2014B,49119,98.0-92.0-95.0-91.0-50.0-85.0-81.0-100.0,predict_score_past_3,95.0,Ireland,nan
CCC,2014B,49119,98.0-92.0-95.0-91.0-50.0-85.0-81.0-100.0,predict_score_past_4,95.0,Ireland,nan
CCC,2014B,49119,98.0-92.0-95.0-91.0-50.0-85.0-81.0-100.0,predict_score_past_5,90.0,Ireland,nan
CCC,2014B,57340,60.0-81.0-70.0-72.0,label_score,68.0,East Anglian Region,20
CCC,2014B,57340,60.0-81.0-70.0-72.0,predict_score_both,75.0,East Anglian Region,20
CCC,2014B,57340,60.0-81.0-70.0-72.0,predict_score_persona,75.0,East Anglian Region,20
CCC,2014B,57340,60.0-81.0-70.0-72.0,predict_score_past,75.0,East Anglian Region,20
CCC,2014B,57340,60.0-81.0-70.0-72.0,predict_score_past_1,70.0,East Anglian Region,20
CCC,2014B,57340,60.0-81.0-70.0-72.0,predict_score_past_2,75.0,East Anglian Region,20
CCC,2014B,57340,60.0-81.0-70.0-72.0,predict_score_past_3,75.0,East Anglian Region,20
CCC,2014B,57340,60.0-81.0-70.0-72.0,predict_score_past_4,75.0,East Anglian Region,20
CCC,2014B,57340,60.0-81.0-70.0-72.0,predict_score_past_5,75.0,East Anglian Region,20
CCC,2014B,69703,88.0-62.0-80.0-64.0-80.0-89.0-41.0-83.0,label_score,84.0,Yorkshire Region,20
CCC,2014B,69703,88.0-62.0-80.0-64.0-80.0-89.0-41.0-83.0,predict_score_both,75.0,Yorkshire Region,20
CCC,2014B,69703,88.0-62.0-80.0-64.0-80.0-89.0-41.0-83.0,predict_score_persona,75.0,Yorkshire Region,20
CCC,2014B,69703,88.0-62.0-80.0-64.0-80.0-89.0-41.0-83.0,predict_score_past,75.0,Yorkshire Region,20
CCC,2014B,69703,88.0-62.0-80.0-64.0-80.0-89.0-41.0-83.0,predict_score_past_1,85.0,Yorkshire Region,20
CCC,2014B,69703,88.0-62.0-80.0-64.0-80.0-89.0-41.0-83.0,predict_score_past_2,75.0,Yorkshire Region,20
CCC,2014B,69703,88.0-62.0-80.0-64.0-80.0-89.0-41.0-83.0,predict_score_past_3,80.0,Yorkshire Region,20
CCC,2014B,69703,88.0-62.0-80.0-64.0-80.0-89.0-41.0-83.0,predict_score_past_4,75.0,Yorkshire Region,20
CCC,2014B,69703,88.0-62.0-80.0-64.0-80.0-89.0-41.0-83.0,predict_score_past_5,75.0,Yorkshire Region,20
CCC,2014B,70381,86.0-71.0-61.0-80.0-40.0-92.0-71.0-87.0,label_score,90.0,Scotland,30
CCC,2014B,70381,86.0-71.0-61.0-80.0-40.0-92.0-71.0-87.0,predict_score_both,80.0,Scotland,30
CCC,2014B,70381,86.0-71.0-61.0-80.0-40.0-92.0-71.0-87.0,predict_score_persona,75.0,Scotland,30
CCC,2014B,70381,86.0-71.0-61.0-80.0-40.0-92.0-71.0-87.0,predict_score_past,80.0,Scotland,30
CCC,2014B,70381,86.0-71.0-61.0-80.0-40.0-92.0-71.0-87.0,predict_score_past_1,85.0,Scotland,30
CCC,2014B,70381,86.0-71.0-61.0-80.0-40.0-92.0-71.0-87.0,predict_score_past_2,80.0,Scotland,30
CCC,2014B,70381,86.0-71.0-61.0-80.0-40.0-92.0-71.0-87.0,predict_score_past_3,75.0,Scotland,30
CCC,2014B,70381,86.0-71.0-61.0-80.0-40.0-92.0-71.0-87.0,predict_score_past_4,75.0,Scotland,30
CCC,2014B,70381,86.0-71.0-61.0-80.0-40.0-92.0-71.0-87.0,predict_score_past_5,75.0,Scotland,30
CCC,2014B,75454,82.0-95.0-81.0-62.0-70.0-92.0-71.0-26.0,label_score,66.0,South West Region,80
CCC,2014B,75454,82.0-95.0-81.0-62.0-70.0-92.0-71.0-26.0,predict_score_both,80.0,South West Region,80
CCC,2014B,75454,82.0-95.0-81.0-62.0-70.0-92.0-71.0-26.0,predict_score_persona,75.0,South West Region,80
CCC,2014B,75454,82.0-95.0-81.0-62.0-70.0-92.0-71.0-26.0,predict_score_past,75.0,South West Region,80
CCC,2014B,75454,82.0-95.0-81.0-62.0-70.0-92.0-71.0-26.0,predict_score_past_1,85.0,South West Region,80
CCC,2014B,75454,82.0-95.0-81.0-62.0-70.0-92.0-71.0-26.0,predict_score_past_2,90.0,South West Region,80
CCC,2014B,75454,82.0-95.0-81.0-62.0-70.0-92.0-71.0-26.0,predict_score_past_3,85.0,South West Region,80
CCC,2014B,75454,82.0-95.0-81.0-62.0-70.0-92.0-71.0-26.0,predict_score_past_4,85.0,South West Region,80
CCC,2014B,75454,82.0-95.0-81.0-62.0-70.0-92.0-71.0-26.0,predict_score_past_5,80.0,South West Region,80
CCC,2014B,82575,96.0-91.0-95.0-89.0-80.0-100.0-96.0-96.0,label_score,100.0,West Midlands Region,80
CCC,2014B,82575,96.0-91.0-95.0-89.0-80.0-100.0-96.0-96.0,predict_score_both,92.0,West Midlands Region,80
CCC,2014B,82575,96.0-91.0-95.0-89.0-80.0-100.0-96.0-96.0,predict_score_persona,75.0,West Midlands Region,80
CCC,2014B,82575,96.0-91.0-95.0-89.0-80.0-100.0-96.0-96.0,predict_score_past,95.0,West Midlands Region,80
CCC,2014B,82575,96.0-91.0-95.0-89.0-80.0-100.0-96.0-96.0,predict_score_past_1,95.0,West Midlands Region,80
CCC,2014B,82575,96.0-91.0-95.0-89.0-80.0-100.0-96.0-96.0,predict_score_past_2,95.0,West Midlands Region,80
CCC,2014B,82575,96.0-91.0-95.0-89.0-80.0-100.0-96.0-96.0,predict_score_past_3,94.0,West Midlands Region,80
CCC,2014B,82575,96.0-91.0-95.0-89.0-80.0-100.0-96.0-96.0,predict_score_past_4,92.0,West Midlands Region,80
CCC,2014B,82575,96.0-91.0-95.0-89.0-80.0-100.0-96.0-96.0,predict_score_past_5,92.0,West Midlands Region,80
CCC,2014B,83219,84.0-73.0-61.0-62.0-60.0-73.0-83.0-30.0,label_score,82.0,West Midlands Region,0
CCC,2014B,83219,84.0-73.0-61.0-62.0-60.0-73.0-83.0-30.0,predict_score_both,75.0,West Midlands Region,0
CCC,2014B,83219,84.0-73.0-61.0-62.0-60.0-73.0-83.0-30.0,predict_score_persona,85.0,West Midlands Region,0
CCC,2014B,83219,84.0-73.0-61.0-62.0-60.0-73.0-83.0-30.0,predict_score_past,70.0,West Midlands Region,0
CCC,2014B,83219,84.0-73.0-61.0-62.0-60.0-73.0-83.0-30.0,predict_score_past_1,85.0,West Midlands Region,0
CCC,2014B,83219,84.0-73.0-61.0-62.0-60.0-73.0-83.0-30.0,predict_score_past_2,80.0,West Midlands Region,0
CCC,2014B,83219,84.0-73.0-61.0-62.0-60.0-73.0-83.0-30.0,predict_score_past_3,75.0,West Midlands Region,0
CCC,2014B,83219,84.0-73.0-61.0-62.0-60.0-73.0-83.0-30.0,predict_score_past_4,75.0,West Midlands Region,0
CCC,2014B,83219,84.0-73.0-61.0-62.0-60.0-73.0-83.0-30.0,predict_score_past_5,70.0,West Midlands Region,0
CCC,2014B,94484,80.0-94.0-100.0-74.0,label_score,80.0,West Midlands Region,20
CCC,2014B,94484,80.0-94.0-100.0-74.0,predict_score_both,85.0,West Midlands Region,20
CCC,2014B,94484,80.0-94.0-100.0-74.0,predict_score_persona,65.0,West Midlands Region,20
CCC,2014B,94484,80.0-94.0-100.0-74.0,predict_score_past,85.0,West Midlands Region,20
CCC,2014B,94484,80.0-94.0-100.0-74.0,predict_score_past_1,85.0,West Midlands Region,20
CCC,2014B,94484,80.0-94.0-100.0-74.0,predict_score_past_2,90.0,West Midlands Region,20
CCC,2014B,94484,80.0-94.0-100.0-74.0,predict_score_past_3,90.0,West Midlands Region,20
CCC,2014B,94484,80.0-94.0-100.0-74.0,predict_score_past_4,85.0,West Midlands Region,20
CCC,2014B,94484,80.0-94.0-100.0-74.0,predict_score_past_5,85.0,West Midlands Region,20
CCC,2014B,95906,98.0-96.0-92.0-91.0-90.0-94.0-96.0-100.0,label_score,82.0,East Midlands Region,50
CCC,2014B,95906,98.0-96.0-92.0-91.0-90.0-94.0-96.0-100.0,predict_score_both,95.0,East Midlands Region,50
CCC,2014B,95906,98.0-96.0-92.0-91.0-90.0-94.0-96.0-100.0,predict_score_persona,75.0,East Midlands Region,50
CCC,2014B,95906,98.0-96.0-92.0-91.0-90.0-94.0-96.0-100.0,predict_score_past,95.0,East Midlands Region,50
CCC,2014B,95906,98.0-96.0-92.0-91.0-90.0-94.0-96.0-100.0,predict_score_past_1,95.0,East Midlands Region,50
CCC,2014B,95906,98.0-96.0-92.0-91.0-90.0-94.0-96.0-100.0,predict_score_past_2,95.0,East Midlands Region,50
CCC,2014B,95906,98.0-96.0-92.0-91.0-90.0-94.0-96.0-100.0,predict_score_past_3,95.0,East Midlands Region,50
CCC,2014B,95906,98.0-96.0-92.0-91.0-90.0-94.0-96.0-100.0,predict_score_past_4,95.0,East Midlands Region,50
CCC,2014B,95906,98.0-96.0-92.0-91.0-90.0-94.0-96.0-100.0,predict_score_past_5,95.0,East Midlands Region,50
CCC,2014B,105523,42.0-30.0-67.0-61.0-54.0,label_score,60.0,Scotland,60
CCC,2014B,105523,42.0-30.0-67.0-61.0-54.0,predict_score_both,60.0,Scotland,60
CCC,2014B,105523,42.0-30.0-67.0-61.0-54.0,predict_score_persona,75.0,Scotland,60
CCC,2014B,105523,42.0-30.0-67.0-61.0-54.0,predict_score_past,60.0,Scotland,60
CCC,2014B,105523,42.0-30.0-67.0-61.0-54.0,predict_score_past_1,65.0,Scotland,60
CCC,2014B,105523,42.0-30.0-67.0-61.0-54.0,predict_score_past_2,35.0,Scotland,60
CCC,2014B,105523,42.0-30.0-67.0-61.0-54.0,predict_score_past_3,55.0,Scotland,60
CCC,2014B,105523,42.0-30.0-67.0-61.0-54.0,predict_score_past_4,55.0,Scotland,60
CCC,2014B,105523,42.0-30.0-67.0-61.0-54.0,predict_score_past_5,60.0,Scotland,60
CCC,2014B,107339,90.0-79.0-66.0-66.0-60.0-76.0-76.0-74.0,label_score,52.0,Scotland,10
CCC,2014B,107339,90.0-79.0-66.0-66.0-60.0-76.0-76.0-74.0,predict_score_both,80.0,Scotland,10
CCC,2014B,107339,90.0-79.0-66.0-66.0-60.0-76.0-76.0-74.0,predict_score_persona,75.0,Scotland,10
CCC,2014B,107339,90.0-79.0-66.0-66.0-60.0-76.0-76.0-74.0,predict_score_past,80.0,Scotland,10
CCC,2014B,107339,90.0-79.0-66.0-66.0-60.0-76.0-76.0-74.0,predict_score_past_1,90.0,Scotland,10
CCC,2014B,107339,90.0-79.0-66.0-66.0-60.0-76.0-76.0-74.0,predict_score_past_2,85.0,Scotland,10
CCC,2014B,107339,90.0-79.0-66.0-66.0-60.0-76.0-76.0-74.0,predict_score_past_3,85.0,Scotland,10
CCC,2014B,107339,90.0-79.0-66.0-66.0-60.0-76.0-76.0-74.0,predict_score_past_4,85.0,Scotland,10
CCC,2014B,107339,90.0-79.0-66.0-66.0-60.0-76.0-76.0-74.0,predict_score_past_5,80.0,Scotland,10
CCC,2014B,116518,86.0-82.0-67.0-72.0-60.0-85.0-63.0-59.0,label_score,66.0,London Region,30
CCC,2014B,116518,86.0-82.0-67.0-72.0-60.0-85.0-63.0-59.0,predict_score_both,75.0,London Region,30
CCC,2014B,116518,86.0-82.0-67.0-72.0-60.0-85.0-63.0-59.0,predict_score_persona,75.0,London Region,30
CCC,2014B,116518,86.0-82.0-67.0-72.0-60.0-85.0-63.0-59.0,predict_score_past,75.0,London Region,30
CCC,2014B,116518,86.0-82.0-67.0-72.0-60.0-85.0-63.0-59.0,predict_score_past_1,85.0,London Region,30
CCC,2014B,116518,86.0-82.0-67.0-72.0-60.0-85.0-63.0-59.0,predict_score_past_2,85.0,London Region,30
CCC,2014B,116518,86.0-82.0-67.0-72.0-60.0-85.0-63.0-59.0,predict_score_past_3,80.0,London Region,30
CCC,2014B,116518,86.0-82.0-67.0-72.0-60.0-85.0-63.0-59.0,predict_score_past_4,80.0,London Region,30
CCC,2014B,116518,86.0-82.0-67.0-72.0-60.0-85.0-63.0-59.0,predict_score_past_5,75.0,London Region,30
CCC,2014B,117232,92.0-65.0-64.0-59.0-70.0-77.0-65.0-65.0,label_score,58.0,Ireland,20
CCC,2014B,117232,92.0-65.0-64.0-59.0-70.0-77.0-65.0-65.0,predict_score_both,75.0,Ireland,20
CCC,2014B,117232,92.0-65.0-64.0-59.0-70.0-77.0-65.0-65.0,predict_score_persona,75.0,Ireland,20
CCC,2014B,117232,92.0-65.0-64.0-59.0-70.0-77.0-65.0-65.0,predict_score_past,75.0,Ireland,20
CCC,2014B,117232,92.0-65.0-64.0-59.0-70.0-77.0-65.0-65.0,predict_score_past_1,90.0,Ireland,20
CCC,2014B,117232,92.0-65.0-64.0-59.0-70.0-77.0-65.0-65.0,predict_score_past_2,80.0,Ireland,20
CCC,2014B,117232,92.0-65.0-64.0-59.0-70.0-77.0-65.0-65.0,predict_score_past_3,80.0,Ireland,20
CCC,2014B,117232,92.0-65.0-64.0-59.0-70.0-77.0-65.0-65.0,predict_score_past_4,75.0,Ireland,20
CCC,2014B,117232,92.0-65.0-64.0-59.0-70.0-77.0-65.0-65.0,predict_score_past_5,75.0,Ireland,20
CCC,2014B,118098,44.0-45.0-55.0-26.0-0.0-56.0-37.0-30.0,label_score,24.0,East Midlands Region,60
CCC,2014B,118098,44.0-45.0-55.0-26.0-0.0-56.0-37.0-30.0,predict_score_both,50.0,East Midlands Region,60
CCC,2014B,118098,44.0-45.0-55.0-26.0-0.0-56.0-37.0-30.0,predict_score_persona,75.0,East Midlands Region,60
CCC,2014B,118098,44.0-45.0-55.0-26.0-0.0-56.0-37.0-30.0,predict_score_past,40.0,East Midlands Region,60
CCC,2014B,118098,44.0-45.0-55.0-26.0-0.0-56.0-37.0-30.0,predict_score_past_1,60.0,East Midlands Region,60
CCC,2014B,118098,44.0-45.0-55.0-26.0-0.0-56.0-37.0-30.0,predict_score_past_2,46.0,East Midlands Region,60
CCC,2014B,118098,44.0-45.0-55.0-26.0-0.0-56.0-37.0-30.0,predict_score_past_3,50.0,East Midlands Region,60
CCC,2014B,118098,44.0-45.0-55.0-26.0-0.0-56.0-37.0-30.0,predict_score_past_4,50.0,East Midlands Region,60
CCC,2014B,118098,44.0-45.0-55.0-26.0-0.0-56.0-37.0-30.0,predict_score_past_5,50.0,East Midlands Region,60
CCC,2014B,122392,30.0-72.0-68.0-52.0,label_score,48.0,London Region,10
CCC,2014B,122392,30.0-72.0-68.0-52.0,predict_score_both,65.0,London Region,10
CCC,2014B,122392,30.0-72.0-68.0-52.0,predict_score_persona,75.0,London Region,10
CCC,2014B,122392,30.0-72.0-68.0-52.0,predict_score_past,65.0,London Region,10
CCC,2014B,122392,30.0-72.0-68.0-52.0,predict_score_past_1,65.0,London Region,10
CCC,2014B,122392,30.0-72.0-68.0-52.0,predict_score_past_2,65.0,London Region,10
CCC,2014B,122392,30.0-72.0-68.0-52.0,predict_score_past_3,70.0,London Region,10
CCC,2014B,122392,30.0-72.0-68.0-52.0,predict_score_past_4,65.0,London Region,10
CCC,2014B,122392,30.0-72.0-68.0-52.0,predict_score_past_5,65.0,London Region,10
CCC,2014B,124193,94.0-98.0-100.0-96.0-80.0-98.0-98.0-98.0,label_score,100.0,East Anglian Region,40
CCC,2014B,124193,94.0-98.0-100.0-96.0-80.0-98.0-98.0-98.0,predict_score_both,95.0,East Anglian Region,40
CCC,2014B,124193,94.0-98.0-100.0-96.0-80.0-98.0-98.0-98.0,predict_score_persona,75.0,East Anglian Region,40
CCC,2014B,124193,94.0-98.0-100.0-96.0-80.0-98.0-98.0-98.0,predict_score_past,95.0,East Anglian Region,40
CCC,2014B,124193,94.0-98.0-100.0-96.0-80.0-98.0-98.0-98.0,predict_score_past_1,92.0,East Anglian Region,40
CCC,2014B,124193,94.0-98.0-100.0-96.0-80.0-98.0-98.0-98.0,predict_score_past_2,95.0,East Anglian Region,40
CCC,2014B,124193,94.0-98.0-100.0-96.0-80.0-98.0-98.0-98.0,predict_score_past_3,95.0,East Anglian Region,40
CCC,2014B,124193,94.0-98.0-100.0-96.0-80.0-98.0-98.0-98.0,predict_score_past_4,95.0,East Anglian Region,40
CCC,2014B,124193,94.0-98.0-100.0-96.0-80.0-98.0-98.0-98.0,predict_score_past_5,95.0,East Anglian Region,40
CCC,2014B,126394,90.0-91.0-87.0-69.0-90.0-94.0-82.0-87.0,label_score,82.0,Wales,90
CCC,2014B,126394,90.0-91.0-87.0-69.0-90.0-94.0-82.0-87.0,predict_score_both,88.0,Wales,90
CCC,2014B,126394,90.0-91.0-87.0-69.0-90.0-94.0-82.0-87.0,predict_score_persona,75.0,Wales,90
CCC,2014B,126394,90.0-91.0-87.0-69.0-90.0-94.0-82.0-87.0,predict_score_past,88.0,Wales,90
CCC,2014B,126394,90.0-91.0-87.0-69.0-90.0-94.0-82.0-87.0,predict_score_past_1,90.0,Wales,90
CCC,2014B,126394,90.0-91.0-87.0-69.0-90.0-94.0-82.0-87.0,predict_score_past_2,92.0,Wales,90
CCC,2014B,126394,90.0-91.0-87.0-69.0-90.0-94.0-82.0-87.0,predict_score_past_3,88.0,Wales,90
CCC,2014B,126394,90.0-91.0-87.0-69.0-90.0-94.0-82.0-87.0,predict_score_past_4,85.0,Wales,90
CCC,2014B,126394,90.0-91.0-87.0-69.0-90.0-94.0-82.0-87.0,predict_score_past_5,88.0,Wales,90
CCC,2014B,126395,64.0-69.0-31.0-49.0-30.0-40.0,label_score,60.0,London Region,20
CCC,2014B,126395,64.0-69.0-31.0-49.0-30.0-40.0,predict_score_both,55.0,London Region,20
CCC,2014B,126395,64.0-69.0-31.0-49.0-30.0-40.0,predict_score_persona,75.0,London Region,20
CCC,2014B,126395,64.0-69.0-31.0-49.0-30.0-40.0,predict_score_past,55.0,London Region,20
CCC,2014B,126395,64.0-69.0-31.0-49.0-30.0-40.0,predict_score_past_1,70.0,London Region,20
CCC,2014B,126395,64.0-69.0-31.0-49.0-30.0-40.0,predict_score_past_2,70.0,London Region,20
CCC,2014B,126395,64.0-69.0-31.0-49.0-30.0-40.0,predict_score_past_3,60.0,London Region,20
CCC,2014B,126395,64.0-69.0-31.0-49.0-30.0-40.0,predict_score_past_4,60.0,London Region,20
CCC,2014B,126395,64.0-69.0-31.0-49.0-30.0-40.0,predict_score_past_5,55.0,London Region,20
CCC,2014B,131145,84.0-86.0-81.0-85.0-70.0-100.0-81.0-83.0,label_score,86.0,South West Region,40
CCC,2014B,131145,84.0-86.0-81.0-85.0-70.0-100.0-81.0-83.0,predict_score_both,85.0,South West Region,40
CCC,2014B,131145,84.0-86.0-81.0-85.0-70.0-100.0-81.0-83.0,predict_score_persona,75.0,South West Region,40
CCC,2014B,131145,84.0-86.0-81.0-85.0-70.0-100.0-81.0-83.0,predict_score_past,85.0,South West Region,40
CCC,2014B,131145,84.0-86.0-81.0-85.0-70.0-100.0-81.0-83.0,predict_score_past_1,85.0,South West Region,40
CCC,2014B,131145,84.0-86.0-81.0-85.0-70.0-100.0-81.0-83.0,predict_score_past_2,88.0,South West Region,40
CCC,2014B,131145,84.0-86.0-81.0-85.0-70.0-100.0-81.0-83.0,predict_score_past_3,85.0,South West Region,40
CCC,2014B,131145,84.0-86.0-81.0-85.0-70.0-100.0-81.0-83.0,predict_score_past_4,85.0,South West Region,40
CCC,2014B,131145,84.0-86.0-81.0-85.0-70.0-100.0-81.0-83.0,predict_score_past_5,82.0,South West Region,40
CCC,2014B,133104,80.0-89.0-87.0-92.0-90.0-89.0-79.0-91.0,label_score,94.0,London Region,10
CCC,2014B,133104,80.0-89.0-87.0-92.0-90.0-89.0-79.0-91.0,predict_score_both,85.0,London Region,10
CCC,2014B,133104,80.0-89.0-87.0-92.0-90.0-89.0-79.0-91.0,predict_score_persona,65.0,London Region,10
CCC,2014B,133104,80.0-89.0-87.0-92.0-90.0-89.0-79.0-91.0,predict_score_past,88.0,London Region,10
CCC,2014B,133104,80.0-89.0-87.0-92.0-90.0-89.0-79.0-91.0,predict_score_past_1,85.0,London Region,10
CCC,2014B,133104,80.0-89.0-87.0-92.0-90.0-89.0-79.0-91.0,predict_score_past_2,85.0,London Region,10
CCC,2014B,133104,80.0-89.0-87.0-92.0-90.0-89.0-79.0-91.0,predict_score_past_3,85.0,London Region,10
CCC,2014B,133104,80.0-89.0-87.0-92.0-90.0-89.0-79.0-91.0,predict_score_past_4,90.0,London Region,10
CCC,2014B,133104,80.0-89.0-87.0-92.0-90.0-89.0-79.0-91.0,predict_score_past_5,88.0,London Region,10
CCC,2014B,145282,98.0-93.0-94.0-91.0-100.0-100.0-98.0-96.0,label_score,90.0,Yorkshire Region,60
CCC,2014B,145282,98.0-93.0-94.0-91.0-100.0-100.0-98.0-96.0,predict_score_both,95.0,Yorkshire Region,60
CCC,2014B,145282,98.0-93.0-94.0-91.0-100.0-100.0-98.0-96.0,predict_score_persona,75.0,Yorkshire Region,60
CCC,2014B,145282,98.0-93.0-94.0-91.0-100.0-100.0-98.0-96.0,predict_score_past,95.0,Yorkshire Region,60
CCC,2014B,145282,98.0-93.0-94.0-91.0-100.0-100.0-98.0-96.0,predict_score_past_1,95.0,Yorkshire Region,60
CCC,2014B,145282,98.0-93.0-94.0-91.0-100.0-100.0-98.0-96.0,predict_score_past_2,95.0,Yorkshire Region,60
